amt,user_id,latitudinal_distance,longitudinal_distance,is_fraud
663.0410757514766,5,0.3871015236862756,0.477593184244944,1
5.632079457964048,9,0.7959513498546963,0.6198770167548131,1
7.0618173920458,1,0.6277487272164364,0.11755833776925112,1
306.1861059937171,3,0.2941928384462304,0.050342963535309496,1
299.5197880707923,5,0.39692380176444525,0.48658353521498277,1
21.390109731952933,2,0.5690943249766224,0.2802839725448283,1
929.6502174073684,1,0.6103184229282296,0.009432227397129775,1
734.3776835028494,4,0.30758224034316645,0.30875815419852176,1
1038.188007119417,1,0.8242327401968976,0.5052237925834103,1
1048.1037050512282,2,0.6885641057589382,0.31001487702236313,1
317.3690305386406,2,0.5276730235014754,0.09155247345383015,1
1049.1001156193934,2,0.6891517109802656,0.3513990733244205,1
901.4684850053771,8,0.385,0.4518779909014857,1
944.7094905941583,4,0.7579360052169147,0.3216021724660896,1
306.594270918214,1,0.1588990103262684,0.05690785392931609,1
1030.1858183800114,5,0.5363973522620894,0.14216036100834378,1
941.0317364468299,1,0.1519234608420983,0.514766480037073,1
22.85577020133246,1,0.6134471501448541,0.7941884100758455,1
289.74752807249644,3,0.6825787326495263,0.43569680443958475,1
322.440573478944,5,0.591465208457045,0.7255917190809342,1
987.7987078717595,1,0.3955995002034133,0.7878423656842578,1
901.257802177351,2,0.735964716705782,0.8314385075935373,1
321.4523439922824,9,0.6253889102125638,0.6998473772264692,1
284.9272327516327,7,0.3844736180413422,0.7203429034195512,1
8.04019079530561,6,0.7056923082668195,0.16225467001438024,1
10.50056963151177,0,0.41978479574541383,0.7399764841636998,1
7.902730434996349,8,0.8534680708118225,0.2406784154337634,1
1050.3409148031744,2,0.6592300916811571,0.48121132358830054,1
295.3677661337627,5,0.5554455770263591,0.6181530335471849,1
317.51336745114685,2,0.5382371619180941,0.09938928308988004,1
967.1193564703697,6,0.642948233176585,0.6526229396028079,1
904.8988941909329,3,0.5150206842526008,0.6984278706368254,1
978.061454604153,7,0.3252607302304212,0.43023937402314516,1
8.75871475223385,8,0.6375748143303058,0.1145902095052793,1
307.60167760466527,1,0.2285484003332335,0.16707446205112847,1
295.9246017884831,3,0.7536385109069175,0.32240052978710315,1
7.83527641008936,9,0.6711425863433421,0.292327257117034,1
1032.0208298262705,6,0.4919597505876871,0.11987842226517689,1
12.577308563218818,0,0.4582133720702907,0.1710836339910486,1
845.1624856762928,1,0.5842580827256788,0.38831869973500455,1
1070.7485299742282,4,0.6042432617733932,0.45430837306438565,1
314.9327770676885,5,0.5848722925555896,0.23823698451344769,1
9.110453916941744,9,0.5989051371519704,0.10274634585892697,1
5.761857116108268,8,0.7999665116304412,0.6116362046696114,1
1070.3217482192883,10,0.14611171266707249,0.7797367270026434,1
11.2926557189822,0,0.48612307625005435,0.09314882756016711,1
311.8719280904914,4,0.7530451313754586,0.28324457354014554,1
307.1886146591135,1,0.1990439042223937,0.12168292957291343,1
304.58412860505473,8,0.4023474139171964,0.7492513279956737,1
985.9514669324997,2,0.4083351297466286,0.6720933783518487,1
1123.1117399983884,6,0.2852763298184783,0.6953621655733104,1
320.01313514934344,3,0.9522951673862753,0.7330581552055655,1
114.1148937596198,1,0.21735380788934777,0.05473733871994455,1
1074.4230620715539,5,0.9354083810872564,0.503980454245082,1
986.1488858312699,2,0.35557509597508585,0.7405124634176613,1
982.0516365313487,8,0.6744886416046459,0.38457722526429294,1
308.6571683289154,2,0.32645731619030854,0.7089906427433093,1
898.1493204318979,1,0.8743401554277632,0.8943364342853469,1
1033.3130395365133,5,0.5077756869593313,0.05792375652203486,1
871.6337332036018,3,0.5742588236412504,0.45825601887810224,1
1073.9948267978746,5,0.9770143767947217,0.5231670738599271,1
1104.7629499943157,5,0.09014356645656704,0.20981417538177735,1
684.2932010070978,8,0.5889210965313624,0.6658971474588092,1
19.7661792554643,0,0.15412928885884708,0.24076446859893572,1
17.785191065760493,3,0.03845726953303854,0.23270136356031046,1
707.4323301877666,4,0.20760761089622218,0.23467336903066666,1
305.0422574153681,8,0.5999060685469597,0.06578710826887245,1
19.909198233919753,0,0.8912307878174814,0.735099298180321,1
1047.950694958177,1,0.7422261623513127,0.5342329221614404,1
1083.5438269964498,7,0.0492634751488481,0.09533441790416103,1
1054.5622083330838,3,0.9171653153411197,0.5455906531440061,1
987.9246222252436,4,0.8066772005553092,0.2692190342202047,1
756.4233580630615,4,0.2639228247525633,0.5569172442462447,1
56.89371604694408,0,0.62682357320509,0.5378535064401362,1
942.6388013929776,2,0.15105168128654778,0.5628790747189711,1
316.74977666905477,7,0.3623450849030434,0.7908324225884015,1
22.76973894178338,2,0.37798052495039763,0.6745026894861649,1
962.9239919553884,8,0.635777100986605,0.5269524288369744,1
1060.1971417225834,8,0.2815636597366875,0.7576277872377075,1
7.980478841259018,4,0.765473274615081,0.5521848528681998,1
18.16302033643963,4,0.10898454432806859,0.31129314077147424,1
1081.7767380820503,7,0.11761300207567614,0.15282306834200776,1
755.7579531424162,3,0.2890902795307133,0.546648672136941,1
307.9315943043166,3,0.3142678479293822,0.9212458812470656,1
978.1630039153488,8,0.4710513703720875,0.2737333246602124,1
262.5237698232736,0,0.7440081690661284,0.5046039565183408,1
314.5804815051713,6,0.6609050363466158,0.23960410162172338,1
735.4400607957137,3,0.07539573474430608,0.6847667546552736,1
48.87091433291868,1,0.44683311367579226,0.17775518945609653,1
302.36304712046785,7,0.021753474782392864,0.6169922513216428,1
337.67708379466126,8,0.36571928164111944,0.7098782674773743,1
1055.7911652491875,3,0.9299448551077736,0.48888257627807613,1
1038.3549006450191,1,0.7962473783777947,0.4113967406960093,1
1081.2298253500767,7,0.14555593178145687,0.17204032483111348,1
14.206100081784518,7,0.5052213447383449,0.36532949768243655,1
1122.5123257835269,5,0.2693895087831839,0.3509301008573386,1
985.3764786783267,4,0.6543411506553274,0.25294410875546314,1
318.5854882737951,7,0.27112237229527825,0.9047244112027306,1
8.15024815143097,6,0.8279324842259407,0.2503843056786614,1
318.52978524182146,3,0.7512661577843286,0.5948018320776898,1
319.99864456408255,8,0.21597678188474712,0.9040338858979367,1
984.9388368985091,8,0.7464221817046319,0.5489276787884911,1
301.47850517915873,7,0.060223843150136736,0.6544792174896461,1
19.454289670300714,0,0.9086992766604527,0.6779627825897695,1
289.709396239003,3,0.7019817893215288,0.40685516983940523,1
307.82168288887965,1,0.2442630634914041,0.19125086690985243,1
306.7681213940531,1,0.17269133011161913,0.1451363671853932,1
773.3650906947737,3,0.44826572694783623,0.42322184766219795,1
885.3422949544449,1,0.65176955839315,0.6730123028713391,1
19.276221287845377,0,0.042804213059797425,0.25417054993261334,1
898.7320692599721,1,0.8483988337946388,0.8825449244521085,1
735.2923159153482,5,0.28096429693803304,0.626824642269614,1
931.0037643182019,1,0.6158320292082435,0.030160146041217854,1
19.749452680995446,0,0.8245909148900396,0.5381884858728875,1
1078.2172378560958,6,0.3851323740068633,0.5361763373429638,1
1043.5425585381886,2,0.6810279380466688,0.17260862522715426,1
302.5278620221653,9,0.32191938345138615,0.8979709376218687,1
16.402702733433486,8,0.7195107344937295,0.48401705299522974,1
321.8556353344428,4,0.8114107950901369,0.6996843717192616,1
300.88940049595726,5,0.1809637574990767,0.17541266218712664,1
746.0085956727708,7,0.6156187541781972,0.46663073033857305,1
861.3170669480018,1,0.5802713603723081,0.3987597276998112,1
21.655099986836507,2,0.5594828140367774,0.32753308239864554,1
762.9019829454779,6,0.6725995506195015,0.38246238494907636,1
1044.3815985702427,2,0.6623926068626353,0.13398757654140364,1
937.5143750264195,3,0.7505234370376582,0.32110795420920596,1
304.9663609740009,8,0.581432051035877,0.08467296693466071,1
770.9876742162548,3,0.4051654571041287,0.43678378924536687,1
803.5092436086287,1,0.35568888217996714,0.6823041918702462,1
986.8760113775737,3,0.5087874241796158,0.7107599566979326,1
294.61287247983716,5,0.5725217242175037,0.5936460557339571,1
304.7889274373366,8,0.48227584707165116,0.4992260869182158,1
302.2526713348236,6,0.23896477489800308,0.4858065813181066,1
324.8439466111566,9,0.600416811994124,0.7313478057765903,1
5.86465580184797,1,0.851593003716968,0.2678270582055412,1
974.0313193453956,8,0.6059372886176245,0.2572845484632929,1
723.8510727272248,4,0.2009524989379863,0.32816558906798765,1
878.69251802606,1,0.5253417007423751,0.5515102059082565,1
903.1069501905857,3,0.6096894238935853,0.749706771275692,1
1072.5747659718063,10,0.1345426185105896,0.7737410650675318,1
11.885975252263252,0,0.34367965621104274,0.9468634543187943,1
316.2394575694624,3,0.6516978750973859,0.13100837180819153,1
757.4738228670017,3,0.2491055946586589,0.5025969423565937,1
302.0492485404337,7,0.07238116184604171,0.6426383845284556,1
17.789386593858733,8,0.5710851779483516,0.3571992084438297,1
1048.3245357155436,2,0.6886943344573552,0.31918669821086865,1
296.6243042373653,5,0.3101359687884616,0.5604920924296997,1
304.46560181847235,8,0.35608904304269334,0.8939527799483008,1
291.8662232089567,3,0.3053995095901994,0.24165689707054983,1
337.51718826606907,9,0.44658339656356183,0.3445224564000398,1
16.46097090170048,4,0.1021830380334966,0.31165791559260303,1
306.8813877806821,1,0.18326285953032678,0.20451541229696538,1
299.3293682391332,5,0.4213556344027414,0.4748355998380478,1
1202.5130666187117,2,0.2652167908154058,0.5635955416280429,1
23.064894802302938,1,0.5913396923279755,0.7938625016068006,1
11.386652040235942,0,0.3978122471056275,0.8867302666541598,1
930.9417728734423,1,0.6702338246148029,0.1111110025027385,1
19.326772674625662,0,0.07977526966266592,0.27841807952383424,1
776.5845077830414,3,0.584844497662609,0.38994164878095344,1
945.1598385364947,3,0.2716371542020058,0.4699336820789467,1
303.69715462855606,7,0.4761539799218541,0.08265649887805859,1
900.4731900784633,2,0.7488314675528831,0.8250753782578117,1
1047.2365476361092,3,0.6989499741820882,0.15344253019116644,1
1057.6757026368143,6,0.5949967927929554,0.6597921816592136,1
1143.3602941772378,4,0.41964584178062037,0.674075906252575,1
951.792876478989,6,0.5948305859192413,0.5671170724439764,1
897.9717123559446,1,0.8503823093959298,0.8627654214058909,1
305.87767102118937,3,0.2218416246095157,0.3445877236567122,1
15.492632032049094,6,0.3872360335756135,0.36718943743607246,1
308.80157839806424,1,0.33193955029688427,0.6334427824941558,1
893.440221033245,6,0.41904470072172,0.43890559994203265,1
6.597715857940727,1,0.7145260453121243,0.17581274908139824,1
9.017515724075286,2,0.7317946583421645,0.31501160702511255,1
22.849601147998094,0,0.8379185563620932,0.7464217568302238,1
338.31278700479527,9,0.40151616143507185,0.5671022066900008,1
986.8323548191679,6,0.7906070594084466,0.36413330536886224,1
319.4844706790532,4,0.8313619830984151,0.7763451205274564,1
13.26381778865984,1,0.3029004600665698,0.7096026767509517,1
762.3320059274522,3,0.32257705938076836,0.4807556900703489,1
299.973676854452,4,0.2674484718321999,0.20528050223030997,1
1109.5774235745866,5,0.11036973479379449,0.24133687390734992,1
1118.3228727167934,3,0.2571449809899113,0.3815518958177805,1
980.6137846030997,6,0.32506244897260006,0.5429832222963057,1
719.0738994762094,6,0.37762504263117413,0.26437077066004944,1
1049.9348082153037,3,0.820472131781056,0.30308551764774666,1
320.3707602871945,3,0.9049544456076515,0.7285472824737363,1
13.910163259535441,0,0.48879471180157547,0.15457940050787478,1
610.5693320272713,0,0.47365981129066465,0.7854339117223808,1
1111.5501731110262,4,0.812725145755507,0.5814235801461693,1
945.7067922493472,7,0.6734663134240793,0.2626310177787655,1
314.54043863712104,5,0.8240269382348668,0.1945193176123805,1
8.018121346971105,1,0.6864358474737626,0.7963286946124198,1
16.876341126499756,8,0.7882095655765338,0.5382518185554096,1
1035.764617570629,1,0.8067545438074075,0.46186846847066454,1
938.2868157956128,4,0.7370057235767757,0.31127688987401875,1
300.20972500261377,5,0.5740351480577783,0.58459725857872,1
616.8497564411832,6,0.6014126558749138,0.5976478848403283,1
1043.2208970479935,2,0.6881721363804019,0.18741471742605031,1
1073.6457375332923,5,0.7547851593377682,0.4850580769589091,1
1052.1812276551425,3,0.921644620200593,0.4276698215693252,1
365.5037968933011,5,0.829506112692271,0.19064476143896822,1
1036.9111009914222,3,0.5991211185464324,0.05669967281820801,1
978.8594068149315,8,0.3826027921838484,0.45528380358049747,1
297.48476210071397,3,0.6580279813151756,0.3610327804508271,1
304.2528221081382,2,0.15819146085881308,0.10664420245054544,1
11.443331760797353,9,0.6648376282206313,0.20433614417366597,1
931.0244105456835,1,0.5474340053536155,0.07002661779599594,1
1104.9450130878972,7,0.11042672903090388,0.581666013895767,1
1053.8499641155815,2,0.894090608156616,0.5293231660814358,1
935.2169257445344,1,0.663261090757173,0.4069382915252757,1
619.7741865611457,7,0.5968092839746155,0.5623157433022697,1
819.1499325356989,0,0.30285438339147275,0.8229166410269271,1
21.616887835408836,0,0.7444147145424946,0.7961191358409213,1
988.4687707628634,1,0.5401644072162325,0.5625002800241777,1
768.2187225609796,3,0.36097101693399003,0.4534416936171884,1
299.4875389639495,4,0.34036915540757967,0.22107998367164225,1
751.0002499563639,8,0.53154756074715,0.7157973645596537,1
1051.2956275237498,1,0.7141287288005023,0.544172150356285,1
988.5678827405198,1,0.5804231662819836,0.5057520945872691,1
1159.0552985513903,5,0.17612466556172918,0.670673328116188,1
313.11703683062217,6,0.9494884533287273,0.2471170660544869,1
319.4392171213926,8,0.20639399698681773,0.9180195719651849,1
1086.517050986832,9,0.11146893496363557,0.69801426433362,1
15.53726374036286,7,0.582080508126291,0.4387022215983986,1
952.9450918807061,7,0.6461834418516077,0.30776495044637636,1
13.130717095606432,0,0.4258023549989612,0.11033891838650457,1
1058.4922619011852,6,0.39321657353021844,0.7016899002872559,1
705.9987843718764,5,0.2061834212414656,0.23281557205195924,1
765.9271806254424,3,0.3810240949895731,0.47536193107191493,1
318.03816419981695,2,0.6767449992529,0.3040547332723186,1
749.0514174194411,8,0.710641829644776,0.4211446540190049,1
5.950323037361942,3,0.9409744369950063,0.32000178027046405,1
316.96955061800213,3,0.38809003946663434,0.15922907177375306,1
1077.0842885570883,5,0.6768519646985719,0.384747071510845,1
951.8766711593948,7,0.6984649607320309,0.27592817060214414,1
764.0724555866461,3,0.3717883088982511,0.4671606398439364,1
1042.1114760494331,2,0.6863580915169609,0.0610108516331776,1
1133.0327414611777,7,0.13123473435540328,0.6932154580726113,1
18.213431203969872,2,0.029726159919060857,0.23249347999807288,1
772.8585042746079,3,0.43502523704100887,0.425528949115312,1
7.225745127080533,0,0.6120357055026391,0.10863540762866684,1
769.710454129166,3,0.38478011501431353,0.4444674951099895,1
319.7596924763178,8,0.21188362112211107,0.9100076880920541,1
1073.0651030964793,5,0.9444753093523711,0.5477754867449005,1
312.957517213551,1,0.4343617431860838,0.23593273815816102,1
6.5468180342934925,1,0.8458456218273007,0.4773355003568993,1
21.652450649185614,5,0.6240178201294604,0.27120178201294604,1
933.6080183145318,1,0.4175477131492206,0.2008541150163648,1
936.493084009773,2,0.7683960298289717,0.33410620351197945,1
981.544930511892,8,0.5530882853054984,0.4930018330321899,1
321.01679572640666,7,0.35092097138857825,0.8372378630189024,1
1134.6831138476762,4,0.3536185125629568,0.4384919069449442,1
319.655393693553,8,0.21009702160252833,0.9126151576611748,1
306.91242271901126,1,0.17931590850080187,0.09133216692431056,1
830.738305419487,0,0.27223648577834203,0.9207997917888173,1
325.1533937704684,5,0.6520812653910716,0.701100379761757,1
316.9040729534027,3,0.36521137313012764,0.17032175848236236,1
303.2029665058944,7,0.28698500960636664,0.6705581159066002,1
1059.3516269195388,3,0.9947230571254603,0.5216002573690157,1
18.1495732177933,2,0.4787633800313448,0.433837122040033,1
292.90675637154436,3,0.7285561545392207,0.36340819178508343,1
301.9401605307781,7,0.08637770816965759,0.6359082090174962,1
12.612992082898066,0,0.3968387179243673,0.43111119898763206,1
20.381211214041468,9,0.6437871308286527,0.30957942930723253,1
13.98569590559628,2,0.2852961401752187,0.5851904328982659,1
21.81552129168213,7,0.6487880443061463,0.27367880443061465,1
5.464849803760831,8,0.8192697620023528,0.614861760337149,1
298.20529722257857,4,0.5655796614420348,0.4054861337319674,1
19.275645776478868,0,0.9155592021832115,0.6555251095257458,1
631.1136618074116,7,0.600971751233308,0.6052421854590162,1
893.7900212880925,1,0.8123806516501525,0.8273658210663803,1
296.6906030220544,3,0.7599095466918402,0.31198040178323205,1
321.8738659328573,9,0.6770480511428595,0.6699890792857138,1
8.513125730675588,4,0.7901327363879594,0.2639922149003346,1
7.259944202184433,1,0.6254520336539652,0.20956551299490883,1
15.53592138525217,7,0.5078743726578449,0.3986022859091116,1
